nom,rfc,dit,noc,cbo,folder_name
4.0000,9.0000,0.0000,0.0000,0.0000,Gadgetbridge
4.0000,13.0000,0.0000,0.0000,2.0000,Gadgetbridge
7.0000,10.0000,0.0000,0.0000,0.0000,Gadgetbridge
10.0000,23.0000,0.0000,0.0000,0.0000,Gadgetbridge
7.0000,7.0000,0.0000,0.0000,0.0000,Gadgetbridge
9.0000,27.0000,1.0000,0.0000,0.0000,Gadgetbridge
9.0000,27.0000,0.0000,0.0000,0.0000,Gadgetbridge
5.0000,10.0000,1.0000,0.0000,0.0000,Gadgetbridge
9.0000,50.0000,0.0000,0.0000,1.0000,Gadgetbridge
2.0000,6.0000,1.0000,0.0000,1.0000,Gadgetbridge
4.0000,22.0000,1.0000,0.0000,0.0000,Gadgetbridge
6.0000,24.0000,1.0000,0.0000,5.0000,Gadgetbridge
5.0000,39.0000,1.0000,0.0000,5.0000,Gadgetbridge
8.0000,29.0000,1.0000,0.0000,5.0000,Gadgetbridge
1.0000,2.0000,1.0000,0.0000,1.0000,Gadgetbridge
4.0000,4.0000,3.0000,0.0000,0.0000,Gadgetbridge
33.0000,33.0000,3.0000,0.0000,0.0000,Gadgetbridge
3.0000,3.0000,1.0000,0.0000,0.0000,Gadgetbridge
12.0000,34.0000,0.0000,0.0000,1.0000,Gadgetbridge
24.0000,53.0000,1.0000,0.0000,0.0000,Gadgetbridge
2.0000,16.0000,1.0000,0.0000,4.0000,Gadgetbridge
5.0000,9.0000,1.0000,0.0000,1.0000,Gadgetbridge
4.0000,11.0000,1.0000,0.0000,1.0000,Gadgetbridge
1.0000,2.0000,1.0000,0.0000,1.0000,Gadgetbridge
2.0000,15.0000,1.0000,0.0000,1.0000,Gadgetbridge
7.0000,23.0000,1.0000,0.0000,0.0000,Gadgetbridge
5.0000,11.0000,0.0000,12.0000,5.0000,Gadgetbridge
2.0000,4.0000,1.0000,0.0000,0.0000,Gadgetbridge
4.0000,7.0000,1.0000,0.0000,0.0000,SmartGadget-Android
4.0000,23.0000,1.0000,0.0000,2.0000,SmartGadget-Android
2.0000,2.0000,2.0000,0.0000,0.0000,SmartGadget-Android
5.0000,21.0000,1.0000,0.0000,2.0000,SmartGadget-Android
4.0000,27.0000,2.0000,0.0000,2.0000,SmartGadget-Android
2.0000,12.0000,1.0000,1.0000,1.0000,SmartGadget-Android
24.0000,67.0000,0.0000,0.0000,3.0000,SmartGadget-Android
5.0000,5.0000,1.0000,0.0000,0.0000,SmartGadget-Android
5.0000,14.0000,0.0000,0.0000,0.0000,SmartGadget-Android
12.0000,27.0000,0.0000,3.0000,0.0000,SmartGadget-Android
0.0000,0.0000,0.0000,0.0000,0.0000,SmartGadget-Android
2.0000,5.0000,0.0000,0.0000,1.0000,SmartGadget-Android
9.0000,20.0000,0.0000,0.0000,0.0000,SmartGadget-Android
12.0000,40.0000,0.0000,0.0000,1.0000,SmartGadget-Android
1.0000,1.0000,0.0000,1.0000,0.0000,SmartGadget-Android
2.0000,2.0000,0.0000,1.0000,0.0000,SmartGadget-Android
17.0000,56.0000,1.0000,0.0000,4.0000,SmartGadget-Android
1.0000,1.0000,1.0000,1.0000,0.0000,SmartGadget-Android
10.0000,24.0000,0.0000,0.0000,0.0000,SmartGadget-Android
4.0000,4.0000,0.0000,0.0000,0.0000,SmartGadget-Android
38.0000,92.0000,1.0000,0.0000,5.0000,SmartGadget-Android
17.0000,60.0000,0.0000,0.0000,2.0000,SmartGadget-Android
0.0000,0.0000,0.0000,0.0000,0.0000,SmartGadget-Android
15.0000,36.0000,1.0000,0.0000,1.0000,SmartGadget-Android
10.0000,20.0000,0.0000,0.0000,0.0000,SmartGadget-Android
0.0000,0.0000,0.0000,0.0000,0.0000,SmartGadget-Android
10.0000,21.0000,0.0000,0.0000,4.0000,SmartGadget-Android
7.0000,26.0000,1.0000,0.0000,2.0000,SmartGadget-Android
7.0000,7.0000,0.0000,0.0000,0.0000,SmartGadget-Android
13.0000,48.0000,0.0000,0.0000,6.0000,SmartGadget-Android
5.0000,9.0000,1.0000,5.0000,2.0000,SmartGadget-Android
5.0000,15.0000,2.0000,0.0000,3.0000,SmartGadget-Android
5.0000,15.0000,2.0000,0.0000,2.0000,SmartGadget-Android
5.0000,15.0000,2.0000,0.0000,2.0000,SmartGadget-Android
5.0000,16.0000,2.0000,0.0000,2.0000,SmartGadget-Android
5.0000,15.0000,2.0000,0.0000,2.0000,SmartGadget-Android
8.0000,45.0000,1.0000,0.0000,3.0000,SmartGadget-Android
2.0000,23.0000,0.0000,0.0000,1.0000,SmartGadget-Android
5.0000,7.0000,0.0000,0.0000,1.0000,SmartGadget-Android
8.0000,23.0000,0.0000,0.0000,0.0000,SmartGadget-Android
3.0000,3.0000,0.0000,0.0000,0.0000,SmartGadget-Android
7.0000,17.0000,0.0000,0.0000,0.0000,SmartGadget-Android
7.0000,15.0000,0.0000,0.0000,0.0000,SmartGadget-Android
16.0000,58.0000,0.0000,0.0000,0.0000,SmartGadget-Android
6.0000,23.0000,0.0000,0.0000,0.0000,SmartGadget-Android
2.0000,2.0000,0.0000,0.0000,0.0000,SmartGadget-Android
5.0000,5.0000,0.0000,0.0000,0.0000,SmartGadget-Android
6.0000,7.0000,1.0000,2.0000,0.0000,SmartGadget-Android
6.0000,23.0000,2.0000,0.0000,0.0000,SmartGadget-Android
6.0000,30.0000,2.0000,0.0000,0.0000,SmartGadget-Android
3.0000,5.0000,2.0000,0.0000,0.0000,SmartGadget-Android
3.0000,12.0000,1.0000,0.0000,0.0000,SmartGadget-Android
7.0000,20.0000,0.0000,0.0000,0.0000,SmartGadget-Android
4.0000,9.0000,1.0000,3.0000,0.0000,SmartGadget-Android
5.0000,11.0000,1.0000,0.0000,0.0000,SmartGadget-Android
4.0000,8.0000,1.0000,4.0000,0.0000,SmartGadget-Android
4.0000,8.0000,1.0000,3.0000,0.0000,SmartGadget-Android
1.0000,1.0000,2.0000,0.0000,0.0000,SmartGadget-Android
3.0000,5.0000,1.0000,0.0000,0.0000,SmartGadget-Android
10.0000,24.0000,1.0000,0.0000,0.0000,SmartGadget-Android
2.0000,4.0000,2.0000,0.0000,1.0000,SmartGadget-Android
35.0000,123.0000,1.0000,0.0000,6.0000,SmartGadget-Android
22.0000,118.0000,2.0000,0.0000,7.0000,SmartGadget-Android
22.0000,134.0000,1.0000,0.0000,1.0000,SmartGadget-Android
14.0000,34.0000,1.0000,0.0000,0.0000,SmartGadget-Android
14.0000,71.0000,2.0000,0.0000,8.0000,SmartGadget-Android
3.0000,7.0000,1.0000,0.0000,2.0000,SmartGadget-Android
1.0000,4.0000,1.0000,0.0000,3.0000,SmartGadget-Android
43.0000,133.0000,2.0000,0.0000,6.0000,SmartGadget-Android
22.0000,103.0000,2.0000,0.0000,8.0000,SmartGadget-Android
1.0000,1.0000,0.0000,0.0000,0.0000,SmartGadget-Android
10.0000,30.0000,1.0000,0.0000,2.0000,SmartGadget-Android
7.0000,13.0000,2.0000,0.0000,1.0000,SmartGadget-Android
9.0000,37.0000,1.0000,0.0000,4.0000,SmartGadget-Android
1.0000,4.0000,1.0000,0.0000,0.0000,SmartGadget-Android
0.0000,0.0000,0.0000,2.0000,0.0000,SmartGadget-Android
1.0000,3.0000,1.0000,0.0000,0.0000,SmartGadget-Android
1.0000,4.0000,0.0000,0.0000,0.0000,SmartGadget-Android
1.0000,3.0000,0.0000,0.0000,0.0000,SmartGadget-Android
20.0000,116.0000,2.0000,0.0000,13.0000,SmartGadget-Android
5.0000,10.0000,0.0000,0.0000,0.0000,SmartGadget-Android
22.0000,81.0000,0.0000,0.0000,6.0000,SmartGadget-Android
1.0000,1.0000,0.0000,0.0000,0.0000,SmartGadget-Android
8.0000,20.0000,1.0000,0.0000,2.0000,SmartGadget-Android
8.0000,14.0000,1.0000,0.0000,0.0000,SmartGadget-Android
3.0000,4.0000,1.0000,0.0000,0.0000,SmartGadget-Android
2.0000,3.0000,1.0000,0.0000,0.0000,SmartGadget-Android
2.0000,3.0000,1.0000,0.0000,0.0000,SmartGadget-Android
2.0000,2.0000,1.0000,0.0000,0.0000,SmartGadget-Android
9.0000,10.0000,0.0000,0.0000,1.0000,SmartGadget-Android
7.0000,9.0000,0.0000,0.0000,1.0000,SmartGadget-Android
19.0000,78.0000,2.0000,0.0000,7.0000,SmartGadget-Android
1.0000,4.0000,0.0000,0.0000,0.0000,SmartGadget-Android
7.0000,17.0000,1.0000,0.0000,1.0000,SmartGadget-Android
6.0000,11.0000,1.0000,0.0000,0.0000,protect-baby-monitor
5.0000,5.0000,0.0000,0.0000,0.0000,protect-baby-monitor
4.0000,6.0000,1.0000,0.0000,0.0000,protect-baby-monitor
7.0000,12.0000,1.0000,0.0000,0.0000,protect-baby-monitor
1.0000,1.0000,1.0000,0.0000,0.0000,protect-baby-monitor
7.0000,10.0000,1.0000,0.0000,2.0000,ScrollSocket
2.0000,2.0000,1.0000,0.0000,0.0000,ScrollSocket
0.0000,0.0000,0.0000,0.0000,0.0000,ScrollSocket
7.0000,12.0000,1.0000,0.0000,1.0000,ScrollSocket
0.0000,0.0000,0.0000,0.0000,0.0000,ScrollSocket
4.0000,4.0000,0.0000,0.0000,0.0000,ScrollSocket
1.0000,2.0000,1.0000,0.0000,1.0000,ScrollSocket
1.0000,1.0000,1.0000,0.0000,0.0000,ScrollSocket
2.0000,2.0000,1.0000,0.0000,0.0000,ScrollSocket
2.0000,2.0000,1.0000,0.0000,0.0000,SensorsSandbox
11.0000,48.0000,1.0000,0.0000,2.0000,SensorsSandbox
3.0000,9.0000,1.0000,0.0000,0.0000,SensorsSandbox
2.0000,2.0000,1.0000,0.0000,0.0000,SensorsSandbox
1.0000,1.0000,0.0000,0.0000,0.0000,SensorsSandbox
6.0000,18.0000,0.0000,0.0000,0.0000,SensorsSandbox
1.0000,1.0000,1.0000,0.0000,0.0000,syncplayer
1.0000,1.0000,1.0000,0.0000,0.0000,syncplayer
16.0000,32.0000,1.0000,0.0000,0.0000,syncplayer
3.0000,3.0000,0.0000,0.0000,0.0000,syncplayer
4.0000,14.0000,1.0000,0.0000,1.0000,syncplayer
5.0000,8.0000,1.0000,0.0000,0.0000,syncplayer
10.0000,24.0000,1.0000,0.0000,1.0000,syncplayer
29.0000,36.0000,1.0000,0.0000,0.0000,syncplayer
0.0000,0.0000,1.0000,0.0000,0.0000,syncplayer
1.0000,1.0000,0.0000,0.0000,0.0000,syncplayer
5.0000,7.0000,1.0000,0.0000,0.0000,syncplayer
0.0000,0.0000,1.0000,0.0000,0.0000,syncplayer
3.0000,4.0000,1.0000,0.0000,0.0000,syncplayer
3.0000,4.0000,1.0000,0.0000,0.0000,syncplayer
5.0000,9.0000,1.0000,0.0000,0.0000,syncplayer
0.0000,0.0000,1.0000,0.0000,0.0000,syncplayer
1.0000,1.0000,0.0000,0.0000,0.0000,syncplayer
12.0000,12.0000,0.0000,0.0000,0.0000,syncplayer
26.0000,148.0000,1.0000,0.0000,1.0000,syncplayer
1.0000,10.0000,1.0000,0.0000,2.0000,syncplayer
0.0000,0.0000,1.0000,0.0000,0.0000,syncplayer
1.0000,1.0000,0.0000,0.0000,0.0000,syncplayer
4.0000,10.0000,1.0000,0.0000,1.0000,syncplayer
1.0000,1.0000,1.0000,0.0000,0.0000,syncplayer
6.0000,10.0000,0.0000,0.0000,0.0000,syncplayer
18.0000,53.0000,1.0000,0.0000,2.0000,syncplayer
2.0000,2.0000,0.0000,0.0000,0.0000,syncplayer
1.0000,1.0000,0.0000,0.0000,0.0000,syncplayer
4.0000,8.0000,1.0000,0.0000,0.0000,yubiclip-android
4.0000,14.0000,1.0000,0.0000,2.0000,yubiclip-android
1.0000,1.0000,1.0000,0.0000,0.0000,yubiclip-android
3.0000,5.0000,1.0000,0.0000,0.0000,yubiclip-android
1.0000,4.0000,1.0000,0.0000,1.0000,yubiclip-android
1.0000,4.0000,1.0000,0.0000,1.0000,yubiclip-android
4.0000,7.0000,0.0000,3.0000,0.0000,yubiclip-android
1.0000,4.0000,1.0000,0.0000,1.0000,yubiclip-android
0.0000,0.0000,0.0000,0.0000,0.0000,StreamRadio
0.0000,0.0000,0.0000,0.0000,0.0000,StreamRadio
0.0000,0.0000,0.0000,0.0000,0.0000,StreamRadio
0.0000,0.0000,0.0000,0.0000,0.0000,StreamRadio
0.0000,0.0000,0.0000,0.0000,0.0000,StreamRadio
0.0000,0.0000,0.0000,0.0000,0.0000,StreamRadio
19.0000,39.0000,0.0000,0.0000,0.0000,StreamRadio
4.0000,15.0000,1.0000,0.0000,2.0000,StreamRadio
8.0000,30.0000,1.0000,0.0000,4.0000,StreamRadio
4.0000,14.0000,1.0000,0.0000,2.0000,StreamRadio
2.0000,2.0000,0.0000,0.0000,0.0000,StreamRadio
3.0000,9.0000,1.0000,0.0000,2.0000,StreamRadio
4.0000,9.0000,1.0000,0.0000,2.0000,StreamRadio
6.0000,26.0000,1.0000,0.0000,4.0000,StreamRadio
5.0000,11.0000,0.0000,0.0000,0.0000,StreamRadio
0.0000,0.0000,0.0000,0.0000,0.0000,StreamRadio
14.0000,50.0000,1.0000,0.0000,2.0000,StreamRadio
3.0000,4.0000,0.0000,0.0000,0.0000,nfc-reader
22.0000,62.0000,1.0000,0.0000,0.0000,nfc-reader
1.0000,1.0000,0.0000,3.0000,0.0000,nfc-reader
11.0000,32.0000,1.0000,0.0000,3.0000,nfc-reader
3.0000,4.0000,0.0000,0.0000,1.0000,nfc-reader
6.0000,13.0000,1.0000,0.0000,0.0000,nfc-reader
7.0000,16.0000,1.0000,0.0000,0.0000,nfc-reader
1.0000,3.0000,1.0000,0.0000,1.0000,LocationShare
1.0000,3.0000,1.0000,0.0000,1.0000,LocationShare
16.0000,57.0000,1.0000,0.0000,0.0000,LocationShare
2.0000,23.0000,2.0000,0.0000,3.0000,WalkieTalkie
4.0000,26.0000,1.0000,1.0000,2.0000,WalkieTalkie
1.0000,2.0000,0.0000,0.0000,0.0000,WalkieTalkie
3.0000,4.0000,0.0000,1.0000,0.0000,WalkieTalkie
8.0000,74.0000,1.0000,0.0000,2.0000,WalkieTalkie
0.0000,0.0000,0.0000,0.0000,0.0000,WalkieTalkie
17.0000,17.0000,0.0000,0.0000,0.0000,WalkieTalkie
2.0000,2.0000,0.0000,0.0000,0.0000,WalkieTalkie
1.0000,3.0000,0.0000,0.0000,0.0000,WalkieTalkie
3.0000,12.0000,1.0000,0.0000,1.0000,WalkieTalkie
4.0000,13.0000,1.0000,0.0000,1.0000,WalkieTalkie
4.0000,7.0000,1.0000,0.0000,2.0000,WalkieTalkie
2.0000,3.0000,1.0000,0.0000,1.0000,WalkieTalkie
1.0000,2.0000,1.0000,0.0000,1.0000,WalkieTalkie
11.0000,66.0000,1.0000,0.0000,7.0000,WalkieTalkie
0.0000,0.0000,0.0000,0.0000,0.0000,WalkieTalkie
1.0000,4.0000,1.0000,0.0000,1.0000,WalkieTalkie
4.0000,34.0000,1.0000,0.0000,2.0000,WalkieTalkie
1.0000,4.0000,1.0000,0.0000,1.0000,WalkieTalkie
4.0000,35.0000,1.0000,0.0000,2.0000,WalkieTalkie
6.0000,6.0000,1.0000,0.0000,0.0000,WalkieTalkie
2.0000,23.0000,1.0000,0.0000,1.0000,WalkieTalkie
1.0000,7.0000,1.0000,0.0000,2.0000,WalkieTalkie
5.0000,20.0000,1.0000,0.0000,1.0000,WalkieTalkie
13.0000,74.0000,1.0000,0.0000,5.0000,WalkieTalkie
3.0000,6.0000,1.0000,0.0000,1.0000,WalkieTalkie
5.0000,9.0000,0.0000,7.0000,0.0000,WalkieTalkie
0.0000,0.0000,0.0000,0.0000,0.0000,WalkieTalkie
2.0000,4.0000,1.0000,0.0000,1.0000,WalkieTalkie
2.0000,5.0000,1.0000,0.0000,0.0000,WalkieTalkie
3.0000,8.0000,1.0000,0.0000,1.0000,WalkieTalkie
4.0000,9.0000,1.0000,0.0000,2.0000,WalkieTalkie
2.0000,5.0000,1.0000,0.0000,0.0000,WalkieTalkie
2.0000,5.0000,1.0000,0.0000,1.0000,WalkieTalkie
4.0000,21.0000,0.0000,0.0000,2.0000,WalkieTalkie
1.0000,2.0000,0.0000,0.0000,0.0000,WalkieTalkie
3.0000,6.0000,1.0000,0.0000,0.0000,WalkieTalkie
1.0000,6.0000,0.0000,0.0000,0.0000,WalkieTalkie
1.0000,1.0000,0.0000,1.0000,0.0000,WalkieTalkie
7.0000,36.0000,1.0000,0.0000,1.0000,WalkieTalkie
1.0000,1.0000,0.0000,0.0000,0.0000,WalkieTalkie
2.0000,5.0000,1.0000,0.0000,1.0000,WalkieTalkie
1.0000,2.0000,1.0000,0.0000,1.0000,WalkieTalkie
7.0000,44.0000,1.0000,0.0000,2.0000,WalkieTalkie
6.0000,26.0000,1.0000,0.0000,1.0000,WalkieTalkie
5.0000,5.0000,1.0000,0.0000,0.0000,UART-Smartwatch
8.0000,31.0000,1.0000,0.0000,0.0000,UART-Smartwatch
15.0000,68.0000,1.0000,0.0000,2.0000,UART-Smartwatch
1.0000,1.0000,1.0000,0.0000,0.0000,UART-Smartwatch
1.0000,1.0000,1.0000,0.0000,0.0000,UART-Smartwatch
2.0000,9.0000,1.0000,0.0000,1.0000,UART-Smartwatch
3.0000,4.0000,1.0000,0.0000,0.0000,UART-Smartwatch
11.0000,52.0000,1.0000,0.0000,0.0000,UART-Smartwatch
0.0000,0.0000,1.0000,0.0000,0.0000,UART-Smartwatch
1.0000,1.0000,1.0000,0.0000,0.0000,WiFiKeyShare
1.0000,1.0000,1.0000,0.0000,0.0000,WiFiKeyShare
4.0000,18.0000,1.0000,0.0000,3.0000,WiFiKeyShare
2.0000,11.0000,1.0000,0.0000,2.0000,WiFiKeyShare
0.0000,0.0000,1.0000,0.0000,0.0000,WiFiKeyShare
1.0000,1.0000,0.0000,0.0000,0.0000,WiFiKeyShare
7.0000,33.0000,0.0000,0.0000,2.0000,WiFiKeyShare
3.0000,6.0000,1.0000,0.0000,0.0000,WiFiKeyShare
2.0000,2.0000,0.0000,0.0000,0.0000,WiFiKeyShare
2.0000,4.0000,1.0000,0.0000,0.0000,WiFiKeyShare
13.0000,51.0000,1.0000,0.0000,2.0000,WiFiKeyShare
3.0000,6.0000,1.0000,0.0000,0.0000,WiFiKeyShare
1.0000,3.0000,1.0000,0.0000,0.0000,WiFiKeyShare
5.0000,7.0000,1.0000,0.0000,0.0000,WiFiKeyShare
6.0000,21.0000,1.0000,0.0000,0.0000,WiFiKeyShare
16.0000,32.0000,1.0000,1.0000,0.0000,WiFiKeyShare
6.0000,24.0000,1.0000,0.0000,0.0000,WiFiKeyShare
3.0000,3.0000,1.0000,0.0000,0.0000,WiFiKeyShare
7.0000,10.0000,2.0000,0.0000,1.0000,WiFiKeyShare
12.0000,51.0000,1.0000,0.0000,5.0000,WiFiKeyShare
2.0000,17.0000,1.0000,0.0000,4.0000,WiFiKeyShare
4.0000,7.0000,1.0000,0.0000,3.0000,WiFiKeyShare
4.0000,14.0000,1.0000,0.0000,1.0000,WiFiKeyShare
17.0000,70.0000,1.0000,0.0000,4.0000,WiFiKeyShare
6.0000,29.0000,1.0000,0.0000,3.0000,WiFiKeyShare
8.0000,43.0000,0.0000,0.0000,1.0000,WiFiKeyShare
3.0000,11.0000,0.0000,0.0000,2.0000,WiFiKeyShare
7.0000,23.0000,0.0000,0.0000,1.0000,WiFiKeyShare
1.0000,1.0000,0.0000,0.0000,0.0000,WiFiKeyShare
2.0000,5.0000,1.0000,0.0000,0.0000,an2linuxclient
5.0000,16.0000,1.0000,0.0000,4.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
2.0000,2.0000,1.0000,0.0000,0.0000,an2linuxclient
7.0000,15.0000,1.0000,0.0000,0.0000,an2linuxclient
7.0000,15.0000,1.0000,0.0000,0.0000,an2linuxclient
2.0000,2.0000,1.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
4.0000,10.0000,1.0000,0.0000,2.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
2.0000,5.0000,1.0000,0.0000,3.0000,an2linuxclient
5.0000,11.0000,1.0000,0.0000,2.0000,an2linuxclient
2.0000,4.0000,1.0000,0.0000,0.0000,an2linuxclient
6.0000,25.0000,1.0000,0.0000,6.0000,an2linuxclient
3.0000,6.0000,1.0000,0.0000,0.0000,an2linuxclient
4.0000,5.0000,0.0000,0.0000,0.0000,an2linuxclient
8.0000,11.0000,0.0000,0.0000,0.0000,an2linuxclient
6.0000,14.0000,2.0000,0.0000,0.0000,an2linuxclient
2.0000,4.0000,1.0000,0.0000,0.0000,an2linuxclient
5.0000,10.0000,3.0000,0.0000,0.0000,an2linuxclient
7.0000,21.0000,0.0000,0.0000,1.0000,an2linuxclient
6.0000,27.0000,0.0000,0.0000,3.0000,an2linuxclient
8.0000,11.0000,1.0000,2.0000,0.0000,an2linuxclient
39.0000,243.0000,1.0000,0.0000,5.0000,an2linuxclient
2.0000,2.0000,2.0000,2.0000,0.0000,an2linuxclient
5.0000,10.0000,3.0000,0.0000,0.0000,an2linuxclient
1.0000,4.0000,1.0000,0.0000,1.0000,an2linuxclient
7.0000,21.0000,1.0000,0.0000,1.0000,an2linuxclient
2.0000,2.0000,0.0000,0.0000,0.0000,an2linuxclient
5.0000,10.0000,1.0000,0.0000,1.0000,an2linuxclient
4.0000,9.0000,1.0000,0.0000,1.0000,an2linuxclient
2.0000,2.0000,0.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,0.0000,1.0000,0.0000,an2linuxclient
3.0000,3.0000,0.0000,0.0000,0.0000,an2linuxclient
3.0000,3.0000,2.0000,0.0000,0.0000,an2linuxclient
3.0000,17.0000,2.0000,0.0000,1.0000,an2linuxclient
0.0000,0.0000,1.0000,2.0000,0.0000,an2linuxclient
2.0000,6.0000,0.0000,0.0000,1.0000,an2linuxclient
0.0000,0.0000,1.0000,2.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
5.0000,12.0000,0.0000,0.0000,0.0000,an2linuxclient
0.0000,0.0000,0.0000,0.0000,0.0000,an2linuxclient
7.0000,16.0000,1.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,2.0000,0.0000,0.0000,an2linuxclient
1.0000,6.0000,2.0000,0.0000,1.0000,an2linuxclient
0.0000,0.0000,0.0000,0.0000,0.0000,an2linuxclient
1.0000,4.0000,2.0000,0.0000,0.0000,an2linuxclient
1.0000,4.0000,2.0000,0.0000,0.0000,an2linuxclient
1.0000,4.0000,2.0000,0.0000,0.0000,an2linuxclient
5.0000,5.0000,1.0000,3.0000,0.0000,an2linuxclient
2.0000,2.0000,1.0000,0.0000,0.0000,an2linuxclient
6.0000,8.0000,0.0000,0.0000,0.0000,an2linuxclient
16.0000,34.0000,1.0000,0.0000,0.0000,an2linuxclient
3.0000,7.0000,2.0000,2.0000,1.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
3.0000,8.0000,3.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
3.0000,8.0000,3.0000,0.0000,0.0000,an2linuxclient
1.0000,2.0000,1.0000,0.0000,1.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
2.0000,2.0000,3.0000,2.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
3.0000,8.0000,4.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
1.0000,2.0000,1.0000,0.0000,1.0000,an2linuxclient
1.0000,2.0000,4.0000,0.0000,0.0000,an2linuxclient
8.0000,8.0000,1.0000,2.0000,0.0000,an2linuxclient
1.0000,1.0000,2.0000,2.0000,0.0000,an2linuxclient
2.0000,2.0000,3.0000,2.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
3.0000,8.0000,4.0000,0.0000,0.0000,an2linuxclient
1.0000,1.0000,1.0000,0.0000,0.0000,an2linuxclient
1.0000,2.0000,4.0000,0.0000,0.0000,an2linuxclient
1.0000,2.0000,1.0000,0.0000,1.0000,an2linuxclient
2.0000,4.0000,1.0000,0.0000,1.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
10.0000,13.0000,1.0000,0.0000,1.0000,mosmetro-android
3.0000,4.0000,0.0000,0.0000,0.0000,mosmetro-android
1.0000,1.0000,0.0000,0.0000,0.0000,mosmetro-android
3.0000,3.0000,1.0000,0.0000,0.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
4.0000,6.0000,1.0000,0.0000,1.0000,mosmetro-android
3.0000,4.0000,1.0000,0.0000,1.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
9.0000,31.0000,1.0000,0.0000,2.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
3.0000,3.0000,1.0000,0.0000,0.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
6.0000,20.0000,1.0000,0.0000,3.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
6.0000,12.0000,1.0000,0.0000,0.0000,mosmetro-android
11.0000,46.0000,1.0000,4.0000,7.0000,mosmetro-android
1.0000,1.0000,0.0000,0.0000,0.0000,mosmetro-android
0.0000,0.0000,0.0000,0.0000,0.0000,mosmetro-android
1.0000,1.0000,1.0000,0.0000,0.0000,mosmetro-android
1.0000,1.0000,0.0000,1.0000,0.0000,mosmetro-android
5.0000,17.0000,0.0000,0.0000,1.0000,mosmetro-android
3.0000,23.0000,0.0000,0.0000,2.0000,mosmetro-android
2.0000,7.0000,2.0000,0.0000,3.0000,mosmetro-android
3.0000,26.0000,2.0000,0.0000,5.0000,mosmetro-android
3.0000,48.0000,2.0000,0.0000,7.0000,mosmetro-android
1.0000,5.0000,2.0000,0.0000,2.0000,mosmetro-android
8.0000,27.0000,0.0000,0.0000,2.0000,mosmetro-android
0.0000,0.0000,0.0000,0.0000,0.0000,mosmetro-android
25.0000,42.0000,0.0000,2.0000,1.0000,mosmetro-android
1.0000,1.0000,0.0000,0.0000,0.0000,mosmetro-android
13.0000,50.0000,1.0000,0.0000,3.0000,mosmetro-android
11.0000,110.0000,1.0000,0.0000,5.0000,mosmetro-android
3.0000,12.0000,1.0000,0.0000,1.0000,mosmetro-android
2.0000,8.0000,1.0000,0.0000,3.0000,mosmetro-android
8.0000,38.0000,1.0000,0.0000,4.0000,mosmetro-android
5.0000,17.0000,0.0000,0.0000,1.0000,mosmetro-android
2.0000,3.0000,1.0000,0.0000,0.0000,mosmetro-android
5.0000,5.0000,0.0000,0.0000,0.0000,mosmetro-android
2.0000,4.0000,0.0000,0.0000,0.0000,mosmetro-android
0.0000,0.0000,0.0000,0.0000,0.0000,mosmetro-android
13.0000,34.0000,0.0000,0.0000,1.0000,mosmetro-android
17.0000,33.0000,1.0000,0.0000,0.0000,mosmetro-android
5.0000,16.0000,0.0000,0.0000,0.0000,mosmetro-android
4.0000,15.0000,0.0000,0.0000,1.0000,mosmetro-android
5.0000,5.0000,0.0000,0.0000,0.0000,mosmetro-android
6.0000,10.0000,0.0000,0.0000,0.0000,mosmetro-android
13.0000,32.0000,0.0000,0.0000,0.0000,mosmetro-android
